train_reviews,train_ratings
Great Hotel 5 star,5
Great Place to Stay after a Late Flight into Sky Harbor...with Plans to drive to Sedona In the Morning!,5
good location but room let the whole visit down,3
"Close, dependable lodging when storms roll in",3
Excellent place to stay if you go to SDSU,1
GREAT PLACE TO STAY,5
Perfect hotel and location!,5
Basically got denied service,1
Nice place on Madison street,4
One of the best hotel values I've ever found in a big city,5
Bayside Inn in San Diego,4
This hotel and its staff are amazing! Highly recommend!,5
Great Hotel! Stay here!,5
Great location customer service,5
Believe What You Read,3
Great place,5
Absolutely Disgusting!!!!,1
"For the price, a good hotel",3
Not bad -- terrible water though,4
Naples stay mid level luxury,5
very quaint and cozy,4
Nice Place,5
"It was so bad, I slept in my car. (I wish I was joking.)",1
A peaceful place in the catskills,5
"Nice Hotel, Great Location",5
This Was A Hit,5
another good stay,5
Great family vacation spot,5
"A very pleasant stay in PB, very good value for money",4
Good value and excellent location,4
Modern,4
Great value!,4
Luxury and relaxation close to Suntrust Park,5
Good Value,4
Excellent and Very Comfortable,5
Excellent updated Hilton Hotel,5
100 Satisfied,5
A Good Choice,4
Great place to stay!,4
New Orleans style,5
Great Hotel,4
Good hotel in a great location,4
The Galleria Park Hotel is my go to choice for hotels in SF!,5
Excellent!,5
A great place to stay,5
From the Arabian desert to shell Wyoming,5
very fine hotel in great location,5
Great Location,5
Would stay here again!,4
Great value in a convenient location,5
Great location for your Disney trip,5
Great Hotel,5
Great,5
Not that close to Union Square,3
Staycation,5
Highlights and lowlights of the newest Westin property in Maui,5
Ritz-Carlton deserves it's reputation!,4
Definitely pleased with choice!,4
Hotel Stay,5
Any Day...But Wednesdays are the Best!!,5
"Nice place to stay, close to everything, great service, helpful staff!",5
Good Bed if its Last Minute...,3
Perfect Stay,4
Holiday,5
Great location and good service,4
Hanging with Family Friends in ChiTown!,4
Wonderful place to stay,5
Great Value for a Nice Room,5
Best Western - Who would have thought,4
Open the pool earlier!,3
First stay at a Ritz Carlton,5
Conference,4
Changing Names But Still Poor Quality Ivy Hotel to Indigo Hotel,1
Great value location,4
Road Trip Sleepover,5
A trainwreck avoided,3
We Miss You Already,5
Nice location with good price,4
Better than expected,5
Great stay,5
Small Casino with Good Amenities,4
Excellent New Hotel,5
Relaxing Experience,5
Boutique hotel in the heart of it all....,5
Great Option,4
Good overnight.,4
Great place,5
Great Remodel,5
Spend a little extra from the nicer hotels next door,2
Compare Best Westerns in San Diego,4
Absolutely Pathetic Attempt at a Hotel,1
"Great value, friendly staff",5
nice but had issues,3
"Friendly, Responsive Customer Service",5
I don't think so...,1
Perfect place for Decadence,5
Great Stay,5
"older, charming hotel",4
The best time EVER!!!,5
Visited Talking Stick resort arena,4
Beautiful Villas Friendly Staff,5
A Very Good Value for the,4
Wonderful stay in New Orleans,5
Sent me to occupied room with man in bed.,1
Romantic Stay!!,5
Easy Access to Everything,5
Great Hotel,5
OK experience,3
Good for price,4
It was an OK stay from 2/18 - 2/20,3
Southern hospitality at its finest!,5
Nice Best Western,4
Stay was okay for 1 night,3
What a lovely hotel!,4
Perfect family getaway!,5
"If you've got a cat don't bring it here, cos you ain't gonna swing it,",3
Appropriately Named Hotel,5
Very pleased!,4
Courtyard Ogden,3
Close to everything in downtown Seattle,4
The Worst Hotel Ever!!!!,1
Very Nice and Conveniently Located,4
"Overpriced, basic amenities missing",1
Great hotel with excellent service,5
Fine,3
"Good, a little bit far-away",4
Maybe we expected too much,3
Wonderful Staff and Excellent Hotel,4
Old School,4
The Best in SAT,5
Mandarin Oriental,5
San Diego Miramar,4
"Dank, Dingy Desperate Feeling",2
Poor service and stolen funds,1
one of the best historic building,5
Awesome!!!,5
Hyatt House Seattle Review,4
Awesome Stay!,5
Impressed with staff,4
Closet Sized Room,1
One of the better spots in SF....,3
Staff is great!,4
Highly Recommended Diva!,5
Perfect Getaway,5
A must stay!,5
"Excellent hotel, better than the gwen",5
"Very helpful, friendly staff...",5
great hotel,5
Another wonderful stay...with a few misses,5
Old School Very Cool,5
Enjoyed my stay,4
Stay Here,5
Awesome stay,4
Good room for the price,4
Older Hotel,4
New Orleans St Charles Inn,5
Close to Arches!,4
great room nice pool very close to Disney,5
Great place,5
Beach getaway,4
Great Hotel,5
"Clean, but otherwise unappealing. Terrible indoor lighting...",3
Mardi Gras in NOLA,3
Relax at this family owned business,5
Great find !,5
personal,5
Pleasure,5
"Excellent service, nice rooms, convenient location",4
Outstanding,5
Elite Stay!,5
Watch those incidentals,3
Average Hotel - Needs a Little Updating,3
"Two blocks from I-90, clean and friendly, has elevator, but bring a fan",4
Great stay in the French Quarter,4
Run down,3
GREAT STAY!,5
Worn rooms but brand new flat screens,3
privacy and space and a greast stay,5
Very Nice Choice,5
Great place to stay,5
Great Hotel,5
Very Friendly,4
College tour,5
Can you rate less then terrible!,1
a boutique hotel ...who knew,5
Perfect staycation!,5
Great stay and good location,5
Great Experience!!,5
Nice Naples hotel...affordable!,4
Another Incredible Stay!,5
Pretty Much Perfect,5
Great service and great rooms,4
Hidden Gem!,5
Great Customer Experience,5
Trip to Waikiki,4
Awful Customer Service Marriott Platinum Fraud,2
Disappointed,2
kathleen britton,1
Nice Hotel in the City Center,4
Great place for families!,5
clean hotel with bad food,3
Small room but luxury,5
Great hotel with small town hospitality,4
Great stay,5
Low Point of our AWESOME Orlando Vacation. Stay somewhere else.,2
Good place and good location,4
"OK stay, not as good as many reviews.",3
Needs to train staff in customer service,2
Very nice and clean,4
Location to Beach and Pier are great,4
All good,5
"Beautiful View, Neat and clean",4
Avg only cuz it gave the essentials,3
A little loud,4
Great accommodations,4
Good location small rooms,3
"Great customer service, price, and location!",5
Appropriate,3
Beautiful area and location,4
A Perfect Romantic Getaway!,5
Terrific location very nice units,4
Exceptional Breakfast,5
Great for solo business person in the Loop,4
Great over night stay,5
Recent personal trip to New Orleans,4
Great night away,5
"Beautiful Hotel, great location",4
NOT handicap friendly,3
Warm welcome in chilly Seattle,5
Terrible Experience!,1
Warm welcome in Hawaii,4
Great Hotel,5
"Nice, Relaxing Stay.",5
Holiday stay,3
Nice little place!,4
HOLIDAY ON TEXHOMA HOTEL,5
a wonderful stay,5
Perfect family suite,5
Good Hotel But Don't Plan To Eat There,4
We love this place!,5
A Place to Wind Down,5
WAIKIKI RESORT HOTEL OR HEAVEN,5
Slow internet Poor Curtains,2
Wonderful vacation spot,5
Just an average place - don't expect too much,3
Another excellent Drury experience,5
"Dirty, Smelly, and Bugs!",1
Not impressed!,3
Great hotel would stay there again,4
Great Hotel!,5
Great boutique hotel in a lovely part of town,5
I can't wait to return!,5
Surprise comfort,4
Excellent experience,5
An affordable San Diego hotel,3
Never Disappointed,5
Perfect Location,4
Great location / Horrible Hotel,2
BEST LOCATION AND GREAT HOTEL,5
Another good stay. Great location for Sea World and Universal,5
Good value,4
Modern hotel but poor service,2
not quite up to JW Marriott standards,3
Great Location!,5
Beautiful hotel with a wonderful pool area,4
"Comfortable, clean and great desk staff...but loud mornings!",4
Not the best,2
Awesome,5
Wonderful!,5
"Beautiful Hotel, Great Staff!",5
One of the Best,5
Close to downtown attractions,3
Fun-Funky and Great Location,4
Decent hotel for the money,4
Perfectly nice stay in Scranton,4
Always Wonderful,5
Made to feel very welcome,5
Very Pleasant Stay,5
Comfortable and clean,5
Not For Everyone,3
Inn by the Beautiful Lake Tahoe,3
Very nice,5
Good business hotel,5
A Hidden Gem of a Hotel!!,5
Carrie Underwood Concert,5
"Great location, room and service",4
Great location,4
Terrible,1
upgrade Please,3
"My stay in Midland, TX",3
Perfect location!,5
Compliments to all!,5
Soothing Water Sounds,4
Bad luck,3
Surprisingly good experience,4
Excellent Choice,5
Worked for Me,4
A hostel in a dated building,2
Hotel Stay,3
FABULOUS,5
Enchanted!,5
Motel Review/ Suite,3
"Amazing authentic experience, with a pool to cool off!",5
Mini Vacation,5
"Location, location, location!",3
Family weekend stay!,5
Perfect for business,5
Excellent Resort Experience,5
Go To Hotel in San Francisco,5
A grand old hotel.,4
Best of the rest,3
Excellent hotel for the price range,4
Great experience here!,5
Security won't do anything about chronic noise from upstairs neighbor,1
Excellent property for a group!,5
Stay again..maybe,4
Great hotel!,5
Very basic,2
Perfect hotel for families and large groups,5
"Great location, super clean...all you need",5
Fantastic,5
I would stay again just because of the staff!!!,5
Great experience for a business trip,4
Perfect location for downtown SF,5
Fabulous Hotel,4
great location!,3
Awesome property,5
Nice hotel and close to IKEA,4
Close to airport and I 5,4
Awesome modern Boutique Hotel Vagabond in Miami,5
Best Western Review,5
our new favorite place to stay!!!,5
Great Family Reunion Resort,4
Noisy hotel - small rooms,2
Great Stay for Great Price,5
Short Visit during Mother's Day Week-end,5
"When you pay your staff Peanuts, You get Monkeys",2
Great stay,5
"A Do It Yourself Motel: Not Too Bad, But May Actually Be in Big Bear City",3
Our stay at Waikiki Resort,5
Great Hampton Quality,5
Excellent Location but needs some renovations,3
Good price great location,3
The sleaziest most disgusting hotel ever!,1
A good place to stay,4
Couldn't get warm,3
"Great, albeit short stay.",5
An overnight for Family Christmas Party,3
This is one of the best hotel experiences in recent travels.,5
The perfect place to stay in Seattle,5
Great hotel,5
Poor Experience on Multiple Levels,2
Terrible Service,2
"Nice hotel and neighborhood, we had a good experience!",4
"Friendly staff, good location",3
Very good budget hotel in a great location,4
Meh,4
Convenience vs. Quality,4
Very Clean and within a half block from the Correctional Facility,4
convenient and great Reno!,4
post-wedding weekend,5
June trip to New Orleans,3
Great place to stay in Waikiki,5
Charming place,4
Cool base for a trip,4
"Great location, lovely hotel room",4
An ok place to lay your head - if you can get past your first impression,3
Wonderful place to stay in San Francisco,5
They do a good job,4
Average,3
GREAT LOCATION,5
Great Hotel,5
Overpriced with limited services.,2
Good location,4
Pleasantly surprised,3
would recomend,4
Clean and convenient,4
Average guest room,3
A Gem of a Place to Stay,5
A consistant great place to stay.,5
Fab!,5
New favorite property in Chicago,5
Good location,4
Pleasant weekend,4
Huge Disappointment,1
You get what you pay for,2
Clean but old,2
Location is perfect but Way too expensive for what we got,3
Good location-incredible beds!,5
San Diego Weekend,4
Perfect stay!,5
New Hotel ... as of the time of writing,4
Enjoyed our time here.,4
"Last minute pick, worked out great",4
Best Place to stay on vacation,5
Home from home in San Diego,4
Please switch to reusable plates and silverware!,1
Last minute stay,4
Fantastic place if you are visiting New Orleans,4
Dear god! HIGH CARB BUFFETS!!!!!,4
"Good 2 night stay, disappointed amenities",3
Love this place!,5
Forget this one,2
st george,4
comfortable and clean,4
Sustainable boutique hotel,4
"Excellent service, fantastic location",5
"Lovely hotel, great location",5
Good place,5
Short Stay but long memories,5
AVOID,1
Great boutique hotel,5
This is a great place to stay!,5
Once was Enough,2
Great stay during the Tampa Bay Blues Fest,5
Delightful!,5
Pick another hotel,1
Absolutely thrilled,5
Friendly Great Service,5
beautiful place!,5
Best Part of our Spring Break,5
Nautical themed,5
Overnight stay for going to Sanibel Island,4
Elegant property with service issues,3
Decent Value for SF but some tradeoffs,3
Good Location and Hotel,4
"Great staff, super clean hotel",5
Great resort on the beach with exceptional service,5
Falls far short of Avenue Plaza in New Orleans,3
Hmm...,2
"Great property, wonderful beds, extremely clean staff was very welcoming. Location was convenient to everything",5
We loved it!!!,5
How many times,5
Good Value for price and location,3
Awesome Stay,4
Excellent small boutique hotel,5
RCI. Basic but comfortable with outstanding staff,3
Good place near airport not big in bells and whistles,4
Visiting Seattle,5
Like a Guest House!,5
great location,5
one of my best place in florida,5
great service,5
Breakfast,4
Thanks giving week 2016,5
In bad need of repair and customer service needs improving,2
Great,5
In Town for a Wedding on the Weekend of the State Basketball Tournment,2
Stayed the night during road trip and this Holiday Inn was a great pick,5
Good location! Good service!,4
Great Place to Stay,5
Would say excellent except for expense,4
Great Location,4
My last night out of town for a week,4
DO NOT DO STOP HERE,1
Perfect for us...,5
Its Seldom I really flame a Marriott Property: this was inexcusable,2
"great staff, comfortable bed",3
Honeymoon stay,3
Loved this garden oasis,4
"Excellent breakfast, a high value room and pet friendly too!",4
Nice place staff was less than helpful,3
WONDERFUL SERVICE,5
Business,5
Underwhelming,3
"Decent stay, but questionable policies and stuffy rooms.",3
Excellent Hotel Stay,5
Pleasent accommodations,4
Minimalist's Heaven,5
Good corporate hotel,4
"Outstanding customer service, new rooms!",5
Hotel Emma,5
Enjoyed the stay,4
Location!,4
Superb Location,4
amazing views,5
Would stay again,5
Excellent Hotel!,5
Great stay!,5
Don't waste your time!,1
Great place to stay in Athens!,4
Superior Service and Fun Atmosphere,5
Atlanta Cobb wingate,5
